Geography,Timeframe,Current Year Week Ending,Type,ASP Current Year,Total Bulk and Bags Units,4046 Units,4225 Units,4770 Units,TotalBagged Units,SmlBagged Units,LrgBagged Units,X-LrgBagged Units
New York,Weekly,6/30/2019 0:00,Organic,2.19,69084.19,13666.85,11990.68,79.4,43347.26,36719.06,6628.2,0
New York,Weekly,6/23/2019 0:00,Organic,2.17,79774.71,18219.28,14168.74,757.47,46629.22,40405.67,6223.55,0
New York,Weekly,7/21/2019 0:00,Conventional ,1.6,1553662.81,49210.74,1012228.92,14241.79,477981.36,277769.3,196954.71,3257.35
New York,Weekly,7/21/2019 0:00,Organic,2.27,75351.1,12731.39,12095.79,29.24,50494.68,50421.58,73.1,0
New York,Weekly,7/28/2019 0:00,Conventional ,1.59,1590372.61,52844.91,988976.33,54619.22,493932.15,358665.23,130413.94,4852.98
New York,Weekly,7/28/2019 0:00,Organic,2.27,70658.51,12975.87,12183.35,40.16,45459.13,45426.68,32.45,0
New York,Weekly,8/4/2019 0:00,Conventional ,1.59,1536157.62,47145.45,892969.06,92914.29,503128.82,333639.84,163006.36,6482.62
New York,Weekly,8/4/2019 0:00,Organic,2.31,75253.44,14524.83,11896.33,48.95,48783.33,45321.45,3461.88,0
New York,Weekly,8/11/2019 0:00,Conventional ,1.56,1593596.57,47768.23,939726.23,85663.69,520438.42,366176.9,148881.79,5379.73
New York,Weekly,8/11/2019 0:00,Organic,2.24,69523.48,12708.83,11555.11,7.24,45252.3,40789.77,4462.53,0
New York,Weekly,9/8/2019 0:00,Conventional ,1.48,1921106.45,46363.54,1334915.65,49386.84,490440.42,403692.48,86146.83,601.11
New York,Weekly,9/1/2019 0:00,Conventional ,1.51,2114506.6,48718.37,1585800.14,40330.31,439657.78,324431.3,110318.33,4908.15
New York,Weekly,8/25/2019 0:00,Conventional ,1.56,1511322.66,41695.33,890334.54,101616.85,477675.94,307226.37,160730.97,9718.6
New York,Weekly,8/18/2019 0:00,Conventional ,1.51,1697941.18,46642.35,1082701.46,75670.01,492927.36,323585.17,163612.02,5730.17
New York,Weekly,9/8/2019 0:00,Organic,1.86,84010.87,10839.54,8935.63,1.83,64233.87,63977.87,256,0
New York,Weekly,9/1/2019 0:00,Organic,1.95,77509.63,11953.86,10041.09,0,55514.68,53548.86,1965.82,0
New York,Weekly,8/25/2019 0:00,Organic,1.97,84444.29,11411.12,10850.5,5.44,62177.23,57666.91,4510.32,0
New York,Weekly,8/18/2019 0:00,Organic,2.06,82441.91,12363.58,11840.25,7.24,58230.84,53971.38,4259.46,0
New York,Weekly,10/6/2019 0:00,Conventional ,1.38,1741502.94,33402.35,953511.06,7734.95,746854.58,545248.09,200653.54,952.95
New York,Weekly,9/29/2019 0:00,Conventional ,1.5,1579133.96,34025.36,1094064.91,9426.99,441616.7,355545.96,84738.09,1332.65
New York,Weekly,9/22/2019 0:00,Conventional ,1.54,1475072.87,32812.79,970678.23,11534.35,460047.5,379736.21,76523.01,3788.28
New York,Weekly,9/15/2019 0:00,Conventional ,1.5,1555480.37,46973.87,1029644.09,14120.02,464742.39,381520.13,82691.21,531.05
New York,Weekly,10/6/2019 0:00,Organic,1.85,79587.34,15389.29,11546.25,0,52651.8,50746.62,1905.18,0
New York,Weekly,9/29/2019 0:00,Organic,1.8,90708.76,13542.31,11168.44,9.14,65988.87,61292.67,4696.2,0
New York,Weekly,9/22/2019 0:00,Organic,1.84,88948.59,11938.61,11027.95,20.16,65961.87,62417.1,3544.77,0
New York,Weekly,9/15/2019 0:00,Organic,1.79,91816.31,12504.18,11327.83,9.13,67975.17,64390.54,3584.63,0
New York,Weekly,11/3/2019 0:00,Conventional ,1.34,1617499.12,27879.49,823428.63,7867.21,758323.79,502420.56,255138.06,765.17
New York,Weekly,10/27/2019 0:00,Conventional ,1.43,1636794.73,29308.45,987310.65,7207.12,612968.51,498215.26,113741.45,1011.8
New York,Weekly,10/20/2019 0:00,Conventional ,1.34,1681864.78,25729.07,902404.4,6830.59,745927.39,506008.57,239198.62,720.2
New York,Weekly,10/13/2019 0:00,Conventional ,1.43,2056862.11,34211.75,1520770.64,7644.06,494235.66,396429.65,96949.78,856.23
New York,Weekly,11/3/2019 0:00,Organic,1.58,79868.58,9443.28,8147.29,11.03,62266.98,61003.17,1263.81,0
New York,Weekly,10/27/2019 0:00,Organic,1.8,62611.03,9028.91,7590.23,20.25,45971.64,43704.17,2267.47,0
New York,Weekly,10/20/2019 0:00,Organic,1.8,62639.05,9844.34,7874.19,27.51,44893.01,43499.28,1393.73,0
New York,Weekly,10/13/2019 0:00,Organic,1.99,61840.37,12232.09,9499.61,1.83,40106.84,38015.66,2091.18,0
New York,Weekly,12/1/2019 0:00,Conventional ,1.37,1460535,28321,836393,6460,589362,392868,191956,4538
New York,Weekly,11/24/2019 0:00,Conventional ,1.41,1945229,36769,1379832,12845,515783,392066,120491,3225
New York,Weekly,11/17/2019 0:00,Conventional ,1.38,1560221,27788,854469,9798,668167,410209,255376,2582
New York,Weekly,11/10/2019 0:00,Conventional ,1.29,1713256,31992,1078718,8447,594099,457628,136125,346
New York,Weekly,12/1/2019 0:00,Organic,1.74,67166,13517,10593,23,43033,39956,3077,0
New York,Weekly,11/24/2019 0:00,Organic,1.6,74030,15930,11483,327,46289,43736,2554,0
New York,Weekly,11/17/2019 0:00,Organic,1.41,137071,48809,34076,99,54087,48677,5410,0
New York,Weekly,11/10/2019 0:00,Organic,1.72,71860,10013,8047,6,53794,51799,1995,0
New York,Weekly,12/29/2019 0:00,Conventional ,1.42,1326344.14,27787.46,778181.32,6608.51,513766.85,383017.35,127062.83,3686.67
New York,Weekly,12/22/2019 0:00,Conventional ,1.4,1398075.13,29973.38,810267.82,7636.31,550197.62,451282.89,94264.73,4650
New York,Weekly,12/15/2019 0:00,Conventional ,1.35,1482369.12,28446.19,785318.04,7367.6,661237.29,457051.74,199210.23,4975.32
New York,Weekly,12/8/2019 0:00,Conventional ,1.38,1841656.32,39679.02,1275273.11,11337.52,514386.67,362202.99,147909.51,4274.17
New York,Weekly,12/29/2019 0:00,Organic,1.73,65817.92,15216.16,12459.99,3.62,38138.15,33668.08,4470.07,0
New York,Weekly,12/22/2019 0:00,Organic,1.42,125110.54,44806.2,31174.37,17.86,49112.11,42838.94,6273.17,0
New York,Weekly,12/15/2019 0:00,Organic,1.73,61886.47,13563.68,8133.35,14.29,40175.15,35829.36,4345.79,0
New York,Weekly,12/8/2019 0:00,Organic,1.69,68225.68,13483.38,8719.7,0,46022.6,41464.98,4557.62,0
New York,Weekly,1/26/2020 0:00,Conventional ,1.3,1946697.27,38725.73,942684.18,14434.2,949429.94,583119.22,359880.72,6430
New York,Weekly,1/19/2020 0:00,Conventional ,1.36,1843608.5,38949.36,1079112.25,17398.89,706692.44,593579.12,106528.88,6584.44
New York,Weekly,1/12/2020 0:00,Conventional ,1.35,1903612.81,33900.28,1014009.73,10300.69,843950.13,572143.42,266543.38,5263.33
New York,Weekly,1/5/2020 0:00,Conventional ,1.41,2295745.27,42892.09,1637672.42,20553.05,593193.11,442704.95,146043.72,4444.44
New York,Weekly,1/26/2020 0:00,Organic,1.66,96534.17,19104.55,13504.42,122.2,63803,59272.4,4530.6,0
New York,Weekly,1/19/2020 0:00,Organic,1.39,137227.21,43278.39,23416.67,21.64,70510.51,65687.56,4822.95,0
New York,Weekly,1/12/2020 0:00,Organic,1.59,93522.32,25244.34,13958.89,484.33,53834.76,49162.11,4672.65,0
New York,Weekly,1/5/2020 0:00,Organic,1.56,76275.77,19319.89,12398.18,117.8,44439.9,40619.93,3819.97,0
Northeast,Weekly,1/7/2019 0:00,Conventional,1.27,5512620.18,278662.91,3752327.47,17311.5,1464318.3,1186425.55,277834.02,58.73
Northeast,Weekly,1/7/2019 0:00,Organic,1.47,315069.87,20574.05,37944.62,10.47,256540.73,216494.92,40045.81,0
Northeast,Weekly,1/13/2019 0:00,Conventional,1.17,5977802.02,265534.32,3977644.86,26490.18,1708132.66,1439733.56,268334.21,64.89
Northeast,Weekly,1/13/2019 0:00,Organic,1.4,358895.7,19099.68,33622.75,31.4,306141.87,268479.78,37662.09,0
Northeast,Weekly,1/20/2019 0:00,Conventional,1.19,6578641.08,335718.38,3986124.85,22328.62,2234469.23,1710736.23,523646.17,86.83
Northeast,Weekly,1/20/2019 0:00,Organic,1.45,340806.99,24779.56,38593.02,93.08,277341.33,240362.75,36978.58,0
Northeast,Weekly,1/27/2019 0:00,Conventional,1.27,4866423.62,266267.47,3016059.58,20182.53,1563914.04,1177305.12,386547.64,61.28
Northeast,Weekly,1/27/2019 0:00,Organic,1.34,444575.09,106032.43,93148.83,500.58,244893.25,219834.99,25058.26,0
Northeast,Weekly,2/3/2019 0:00,Conventional,1.14,7743349.68,344482.59,5667229.92,33665.87,1697971.3,1234928.23,462968.25,74.82
Northeast,Weekly,2/3/2019 0:00,Organic,1.43,295394.65,25472.57,33145.29,203.4,236573.39,204560.97,32012.42,0
Northeast,Weekly,2/10/2019 0:00,Conventional,1.08,6386679.98,310423.06,4271261.41,32508.41,1772487.1,1340550.62,431896,40.48
Northeast,Weekly,2/10/2019 0:00,Organic,1.29,381017.43,60198.31,60336.43,5.18,260477.51,237095.95,23381.56,0
Northeast,Weekly,2/17/2019 0:00,Conventional,1.19,5126005.79,268210.59,3254677.47,24199.67,1578918.06,1058952.33,519914.01,51.72
Northeast,Weekly,2/17/2019 0:00,Organic,1.43,289031.43,26679.94,38743.76,20.81,223586.92,196943.46,26643.46,0
Northeast,Weekly,2/24/2019 0:00,Conventional,1.2,5316896.48,305817.63,3485919.34,22985.05,1502174.46,1134075.43,368023.3,75.73
Northeast,Weekly,2/24/2019 0:00,Organic,1.44,308583.21,32264.9,39117.4,6.93,237193.98,193753.93,43440.05,0
Northeast,Weekly,3/3/2019 0:00,Conventional,1.23,5429898.34,284075.86,3509680.95,25200.03,1610941.5,1114821.38,496006.79,113.33
Northeast,Weekly,3/3/2019 0:00,Organic,1.44,393377.27,53491.55,75919.99,0,263965.73,226943.69,37022.04,0
Northeast,Weekly,3/10/2019 0:00,Conventional,1.15,6287071.61,286622.43,4407855.86,34448.63,1558144.69,1074338.89,470390.25,13415.55
Northeast,Weekly,3/10/2019 0:00,Organic,1.4,330594.65,20882.38,35006.03,3.49,274702.75,228719.51,45983.24,0
Northeast,Weekly,3/17/2019 0:00,Conventional,1.23,5467123.28,274253.16,3344355.47,25783.13,1822731.52,1184422.08,622262.77,16046.67
Northeast,Weekly,3/17/2019 0:00,Organic,1.35,398607.68,73649.17,83948.44,31.32,240978.75,204267.99,36710.76,0
Northeast,Weekly,3/24/2019 0:00,Conventional,1.23,7029982.2,316835.98,4910947.65,41451.03,1760747.54,1288178.14,472314.8,254.6
Northeast,Weekly,3/24/2019 0:00,Organic,1.47,287753.83,23825.7,34471.32,404.82,229051.99,186731,42320.99,0
Northeast,Weekly,3/31/2019 0:00,Conventional ,1.24,5432707.59,289516.73,3215685.91,23157.9,1904347.05,1363730,540555.94,61.11
Northeast,Weekly,3/31/2019 0:00,Organic,1.44,306586.53,48005.79,48538.91,317.76,209724.07,162958.27,46765.8,0
Northeast,Weekly,4/7/2019 0:00,Conventional ,1.23,6174714.43,385262.3,4008024.35,32813.22,1748614.56,1259470.2,489069.92,74.44
Northeast,Weekly,4/7/2019 0:00,Organic,1.46,322278.82,43736.73,57653.06,59.43,220829.6,177417.49,43412.11,0
Northeast,Weekly,4/14/2019 0:00,Conventional ,1.19,6245799.32,284053.03,4415076.64,31468.88,1515200.77,1131369.68,383791.09,40
Northeast,Weekly,4/14/2019 0:00,Organic,1.45,508891.78,156528.36,168240,20.96,184102.46,136080.99,48021.47,0
Northeast,Weekly,4/21/2019 0:00,Conventional ,1.51,4530588.27,277991.72,2691950.24,30835.95,1529810.36,1186740.09,342666.94,403.33
Northeast,Weekly,4/21/2019 0:00,Organic,1.9,257071.52,37388.7,57394.17,17.45,162271.2,126769.96,35501.24,0
Northeast,Weekly,4/28/2019 0:00,Conventional ,1.51,4305016.22,289951.96,2695381.02,27325.02,1292358.22,973717.32,315824.24,2816.66
Northeast,Weekly,4/28/2019 0:00,Organic,1.79,240875.62,26271.9,43204.15,12.37,171387.2,120193.57,51193.63,0
Northeast,Weekly,5/5/2019 0:00,Conventional ,1.42,6277857.14,358572.53,4317510.03,40041.65,1561732.93,1243644.99,315171.27,2916.67
Northeast,Weekly,5/5/2019 0:00,Organic,1.85,237937.9,24676.12,41642.36,14.07,171605.35,105474.79,66130.56,0
Northeast,Weekly,5/12/2019 0:00,Conventional ,1.48,5957387.03,302508.91,3945558.93,30945.31,1678009.44,1321374.91,353848.31,2786.22
Northeast,Weekly,5/12/2019 0:00,Organic,1.74,268741.13,21960.68,39591.78,53.29,207135.38,144228.78,62906.6,0
Northeast,Weekly,5/19/2019 0:00,Conventional ,1.44,5255931.08,245122.98,3416370.47,25599.31,1568838.32,1257705.01,308407.9,2725.41
Northeast,Weekly,5/19/2019 0:00,Organic,1.8,238950.55,23931.1,40258.56,152.55,174608.34,131956.3,42652.04,0
Northeast,Weekly,5/26/2019 0:00,Conventional ,1.5,5514940.01,259490.38,3588481.42,24865.96,1642102.25,1276789.77,346860.55,18451.93
Northeast,Weekly,5/26/2019 0:00,Organic,1.8,235964.05,22024.19,35270.05,51.42,178618.39,139598.99,39019.4,0
Northeast,Weekly,6/2/2019 0:00,Conventional ,1.51,5312298.17,249944.61,3551630.41,28353.07,1482370.08,1091015.05,327143.5,64211.53
Northeast,Weekly,6/2/2019 0:00,Organic,1.89,223381.31,25988.21,38497.97,31.74,158863.39,128296.62,30566.77,0
Northeast,Weekly,6/9/2019 0:00,Conventional ,1.48,5605951.91,270018.61,3737778.73,26418.14,1571736.43,1054710.57,503613.56,13412.3
Northeast,Weekly,6/9/2019 0:00,Organic,1.91,228261.41,24877.85,37992.3,77.76,165313.5,121674.63,43638.87,0
Northeast,Weekly,6/16/2019 0:00,Conventional ,1.41,5575955.54,252733.49,3784334.19,25602.01,1513285.85,1032790.25,475143.21,5352.39
Northeast,Weekly,6/16/2019 0:00,Organic,1.85,255753.1,25912.44,35638.6,369.93,193832.13,133835.73,59996.4,0
Northeast,Weekly,7/14/2019 0:00,Conventional ,1.45,5026892.14,223277.4,3310971.77,26275.09,1466367.88,878335.98,560855.07,27176.83
Northeast,Weekly,7/7/2019 0:00,Conventional ,1.49,5490670.5,218417.06,3697145.53,25922.72,1549185.19,917829.73,585578.75,45776.71
Northeast,Weekly,6/30/2019 0:00,Conventional ,1.41,5275252.13,209594.73,3396785.2,70877.61,1597994.59,936488.02,631529.41,29977.16
Northeast,Weekly,6/23/2019 0:00,Conventional ,1.43,5053551.76,223519.72,3240010.29,59079.75,1530942,966137.08,523711.41,41093.51
Northeast,Weekly,7/14/2019 0:00,Organic,1.98,202361.74,18774.85,31180.54,15.01,152391.34,118133.57,34257.77,0
Northeast,Weekly,7/7/2019 0:00,Organic,1.9,234785.7,21061.93,36153.67,3.16,177566.94,135205.38,42361.56,0
Northeast,Weekly,6/30/2019 0:00,Organic,1.86,235240.14,20149.36,32075.35,76.75,182938.68,124302.25,58636.43,0
Northeast,Weekly,6/23/2019 0:00,Organic,1.91,229444.29,26149.02,35991.82,665.19,166638.26,116401.41,50236.85,0
Northeast,Weekly,7/21/2019 0:00,Conventional ,1.52,4709220.86,235106.96,3046305.46,22121.15,1405687.29,862835.06,519897.04,22955.19
Northeast,Weekly,7/21/2019 0:00,Organic,1.97,223860.85,19202.05,29250.71,25.22,175382.87,135659.82,39723.05,0
Northeast,Weekly,7/28/2019 0:00,Conventional ,1.53,4716754.07,232719.26,3002221.36,80744.48,1401068.97,959794.88,416133.32,25140.77
Northeast,Weekly,7/28/2019 0:00,Organic,1.95,215091.45,19107.34,27502.51,34.49,168447.11,130153.57,38293.54,0
Northeast,Weekly,8/4/2019 0:00,Conventional ,1.51,4724952.86,214776.04,2948651.1,135189.45,1426336.27,956141.84,436056.55,34137.88
Northeast,Weekly,8/4/2019 0:00,Organic,1.94,243320.33,20454.02,26134.76,41.94,196689.61,155478.92,41210.69,0
Northeast,Weekly,8/11/2019 0:00,Conventional ,1.48,4818113.98,211141.51,2884560.23,137691.72,1584720.52,1135658.86,417440.1,31621.56
Northeast,Weekly,8/11/2019 0:00,Organic,1.95,221024.85,18369.16,25708.61,6.2,176940.88,128068.74,48872.14,0
Northeast,Weekly,9/8/2019 0:00,Conventional ,1.44,5114210.43,256890.97,3415883.53,72159.35,1369276.58,1069070.32,277136.6,23069.66
Northeast,Weekly,9/1/2019 0:00,Conventional ,1.44,5236680.25,254199.88,3658859.12,66985.94,1256635.31,863854.35,368671.64,24109.32
Northeast,Weekly,8/25/2019 0:00,Conventional ,1.4,4703364.51,263119.51,2952802.53,146874.11,1340568.36,888074.18,414466.68,38027.5
Northeast,Weekly,8/18/2019 0:00,Conventional ,1.42,5152656.28,275461.64,3318380.74,112264.62,1446549.28,987480.43,420661.98,38406.87
Northeast,Weekly,9/8/2019 0:00,Organic,1.72,258623.48,18640.87,21882.5,3.09,218097.02,196134.72,21962.3,0
Northeast,Weekly,9/1/2019 0:00,Organic,1.73,261550.1,19294.12,25172.36,0,217083.62,187476.87,29606.75,0
Northeast,Weekly,8/25/2019 0:00,Organic,1.76,263577.99,17169.28,23348.32,12.38,223048.01,170132.51,52915.5,0
Northeast,Weekly,8/18/2019 0:00,Organic,1.77,255814.89,18210.51,23921.95,10.83,213671.6,154041.11,59630.49,0
Northeast,Weekly,10/6/2019 0:00,Conventional ,1.31,4885572.36,183791.03,3118745.39,12683.09,1570352.85,1100811.35,457668.54,11872.96
Northeast,Weekly,9/29/2019 0:00,Conventional ,1.36,4859984.8,218484.39,3396884.93,17661.59,1226953.89,836013.17,376481.5,14459.22
Northeast,Weekly,9/22/2019 0:00,Conventional ,1.4,4510935.44,192336.98,3057165.07,21962.3,1239471.09,907979.7,308930.09,22561.3
Northeast,Weekly,9/15/2019 0:00,Conventional ,1.4,4587699.03,232931.82,3095968.48,24451.74,1234346.99,949985.09,274918.04,9443.86
Northeast,Weekly,10/6/2019 0:00,Organic,1.62,235950.8,20319.22,22317.97,3.1,193310.51,174409.33,18901.18,0
Northeast,Weekly,9/29/2019 0:00,Organic,1.56,298816.92,19564.97,24722.94,7.74,254521.27,224741.98,29779.29,0
Northeast,Weekly,9/22/2019 0:00,Organic,1.64,259123.63,17372.22,23460.49,17.08,218273.84,193510.12,24763.72,0
Northeast,Weekly,9/15/2019 0:00,Organic,1.59,282422.89,18969.31,27129.24,12.38,236311.96,206152.38,30159.58,0
Northeast,Weekly,11/3/2019 0:00,Conventional ,1.27,4461223.36,181412.8,2542955.49,11931.7,1724923.37,1092197.5,625832.21,6893.66
Northeast,Weekly,10/27/2019 0:00,Conventional ,1.33,4612406.19,213832.56,2830543.96,12482.57,1555547.1,1027044.3,520336.99,8165.81
Northeast,Weekly,10/20/2019 0:00,Conventional ,1.24,4980873.7,206137.77,2999379.48,11577.51,1762805.61,1055359.61,697481.03,9964.97
Northeast,Weekly,10/13/2019 0:00,Conventional ,1.35,5028146.88,196615.37,3502967.26,12636.94,1315927.31,910813.42,394535.42,10578.47
Northeast,Weekly,11/3/2019 0:00,Organic,1.55,218941.47,15633.76,21412.01,23.39,181872.31,154175.95,27696.36,0
Northeast,Weekly,10/27/2019 0:00,Organic,1.69,185944.66,13766.32,17701.34,17.15,154459.85,130568.05,23891.8,0
Northeast,Weekly,10/20/2019 0:00,Organic,1.67,180518.31,14991.79,19220.95,23.31,146282.26,135244.58,11037.68,0
Northeast,Weekly,10/13/2019 0:00,Organic,1.78,190116.21,17307.6,20841.93,4.67,151962.01,127063.03,24898.98,0
Northeast,Weekly,12/1/2019 0:00,Conventional ,1.26,4082082,194667,2404397,9550,1473469,891397,562527,19545
Northeast,Weekly,11/24/2019 0:00,Conventional ,1.31,4730726,186952,3146956,16810,1380008,924723,437032,18253
Northeast,Weekly,11/17/2019 0:00,Conventional ,1.23,4859961,181146,3116474,14627,1547714,958620,574254,14839
Northeast,Weekly,11/10/2019 0:00,Conventional ,1.23,4746020,193411,2984146,12491,1555972,1139813,408683,7476
Northeast,Weekly,12/1/2019 0:00,Organic,1.65,175532,19705,21564,20,134242,108623,25619,0
Northeast,Weekly,11/24/2019 0:00,Organic,1.6,194893,23923,24449,281,146240,121139,25101,0
Northeast,Weekly,11/17/2019 0:00,Organic,1.44,294642,66631,62310,87,165615,131167,34447,0
Northeast,Weekly,11/10/2019 0:00,Organic,1.62,199815,15957,19073,8,164777,134406,30371,0
Northeast,Weekly,12/29/2019 0:00,Conventional ,1.21,4234878.43,225265.96,2687115.98,10668.41,1311828.08,819187.74,474082.56,18557.78
Northeast,Weekly,12/22/2019 0:00,Conventional ,1.26,4175148.39,201247.34,2516344.79,11891.79,1445664.47,948062.02,476179.12,21423.33
Northeast,Weekly,12/15/2019 0:00,Conventional ,1.2,4586789.27,196127,2727838.93,12213.52,1650609.82,1022395.65,604464.57,23749.6
Northeast,Weekly,12/8/2019 0:00,Conventional ,1.24,4905574.37,213719.71,3255554.63,17341.73,1417978.3,870678.16,526229.95,21070.19
Northeast,Weekly,12/29/2019 0:00,Organic,1.62,180299.69,24504.48,27181.83,12.55,128600.83,99946.12,28654.71,0
Northeast,Weekly,12/22/2019 0:00,Organic,1.47,264909.57,67238.65,55497.89,15.54,142157.49,112277.92,29879.57,0
Northeast,Weekly,12/15/2019 0:00,Organic,1.6,179757.69,21203.68,19228.62,17.08,139308.31,105807.86,33500.45,0
Northeast,Weekly,12/8/2019 0:00,Organic,1.57,200527.55,19675.17,20126.84,0,160725.54,127618.54,33107,0
Northeast,Weekly,1/26/2020 0:00,Conventional ,1.17,5740603.31,267576.84,2911488.33,22647.47,2537467.45,1396662.94,1109013.39,31791.12
Northeast,Weekly,1/19/2020 0:00,Conventional ,1.18,5975029.33,312992.32,3515327.71,26873.58,2118380.16,1447259.14,640531.02,30590
Northeast,Weekly,1/12/2020 0:00,Conventional ,1.21,5687105.5,267172.78,3142613.7,16292.63,2259574.41,1466426.1,766878.31,26270
Northeast,Weekly,1/5/2020 0:00,Conventional ,1.2,6470709.45,264198.91,4465458.53,26013.54,1713603.87,1047398.2,642558.99,23646.68
Northeast,Weekly,1/26/2020 0:00,Organic,1.5,281205.65,29320.11,29754.21,106.84,222024.49,193885.83,28138.66,0
Northeast,Weekly,1/19/2020 0:00,Organic,1.36,343827.37,66207.43,51242.33,18.86,226358.75,184101.36,42257.39,0
Northeast,Weekly,1/12/2020 0:00,Organic,1.46,272979.89,35520.83,33468.94,420.63,203569.49,156331.54,47237.95,0
Northeast,Weekly,1/5/2020 0:00,Organic,1.49,229043.43,28509.35,30162.97,111.32,170259.79,127082.82,43176.97,0
Northern New England,Weekly,1/7/2019 0:00,Conventional,1.21,590612.51,11353.82,518139.53,542.47,60576.69,26571.6,34001.76,3.33
Northern New England,Weekly,1/7/2019 0:00,Organic,1.46,38307.48,0,5571.07,0,32736.41,24996.78,7739.63,0
Northern New England,Weekly,1/13/2019 0:00,Conventional,1.26,514871.34,11714.63,438853.94,240.5,64062.27,31065.83,32996.44,0
Northern New England,Weekly,1/13/2019 0:00,Organic,1.29,51986.19,0,6478.92,0,45507.27,36242.94,9264.33,0
Northern New England,Weekly,1/20/2019 0:00,Conventional,1.05,872201.52,15092.6,789416.38,280.07,67412.47,35764.21,31641.59,6.67
Northern New England,Weekly,1/20/2019 0:00,Organic,1.48,37301,0,6533.81,0,30767.19,23311.41,7455.78,0
Northern New England,Weekly,1/27/2019 0:00,Conventional,1.24,451933.74,9861.36,392102.24,326.51,49643.63,28669.33,20970.97,3.33
Northern New England,Weekly,1/27/2019 0:00,Organic,1.29,30691.02,0,4051.4,0,26639.62,19397.03,7242.59,0
Northern New England,Weekly,2/3/2019 0:00,Conventional,0.93,910892.27,12779.94,832821.07,227.86,65063.4,35028.51,30031.56,3.33
Northern New England,Weekly,2/3/2019 0:00,Organic,1.33,31394.79,0,4608.27,0,26786.52,19307.21,7479.31,0
Northern New England,Weekly,2/10/2019 0:00,Conventional,0.99,664892.78,12391.85,604695.89,335.49,47469.55,24511.01,22955.21,3.33
Northern New England,Weekly,2/10/2019 0:00,Organic,1.17,32145.85,0,4488.37,0,27657.48,21727.99,5929.49,0
Northern New England,Weekly,2/17/2019 0:00,Conventional,1.24,508967.18,10821.41,449181.98,295.46,48668.33,22823.54,25844.79,0
Northern New England,Weekly,2/17/2019 0:00,Organic,1.31,31065.26,9,4453.16,0,26603.1,18720.4,7882.7,0
Northern New England,Weekly,2/24/2019 0:00,Conventional,1.24,527184.24,11536.77,459730.39,264.88,55652.2,27325.06,28323.81,3.33
Northern New England,Weekly,2/24/2019 0:00,Organic,1.34,31586.52,9,5398.11,0,26179.41,18688.09,7491.32,0
Northern New England,Weekly,3/3/2019 0:00,Conventional,1.28,495797.97,10994.92,430757.05,380.45,53665.55,26297.81,27354.41,13.33
Northern New England,Weekly,3/3/2019 0:00,Organic,1.18,40499.9,0,6344.93,0,34154.97,26932.4,7222.57,0
Northern New England,Weekly,3/10/2019 0:00,Conventional,0.95,808678.15,12976.67,743312.66,670.62,51718.2,27023.92,23353.17,1341.11
Northern New England,Weekly,3/10/2019 0:00,Organic,1.29,30388.93,0,4154,0,26234.93,17620.84,8614.09,0
Northern New England,Weekly,3/17/2019 0:00,Conventional,1.28,476963.87,9842.15,411133.03,379.87,55608.82,26378.46,25484.81,3745.55
Northern New England,Weekly,3/17/2019 0:00,Organic,1.33,31248.24,1,5683.98,0,25563.26,17412.89,8150.37,0
Northern New England,Weekly,3/24/2019 0:00,Conventional,1.19,595706.62,12574.35,528433.9,376.98,54321.39,31063.53,23173.42,84.44
Northern New England,Weekly,3/24/2019 0:00,Organic,1.16,41441.18,4,5451.41,0,35985.77,29384.57,6601.2,0
Northern New England,Weekly,3/31/2019 0:00,Conventional ,1.27,491985.92,8572.65,422406.17,319.85,60687.25,32124.53,28558.28,4.44
Northern New England,Weekly,3/31/2019 0:00,Organic,1.32,32801.97,3,5263.87,0,27535.1,20332.94,7202.16,0
Northern New England,Weekly,4/7/2019 0:00,Conventional ,1,829872.41,12359,759050.02,415.03,58048.36,28369.04,29672.65,6.67
Northern New England,Weekly,4/7/2019 0:00,Organic,1.38,27504.45,0,4862.57,0,22641.88,16086.41,6555.47,0
Northern New England,Weekly,4/14/2019 0:00,Conventional ,1.32,472881.15,10320.79,403978.66,348.24,58233.46,28697.81,29535.65,0
Northern New England,Weekly,4/14/2019 0:00,Organic,1.38,31821.91,39,5170.98,0,26611.93,17648.44,8963.49,0
Northern New England,Weekly,4/21/2019 0:00,Conventional ,1.35,504612.43,8081.39,430047.84,396.01,66087.19,25371.87,40708.65,6.67
Northern New England,Weekly,4/21/2019 0:00,Organic,1.51,32451.43,68,5861.11,0,26522.32,18041.32,8481,0
Northern New England,Weekly,4/28/2019 0:00,Conventional ,1.39,460535.75,8252.85,401163.96,510.14,50608.8,25965.1,24637.03,6.67
Northern New England,Weekly,4/28/2019 0:00,Organic,1.57,26415.31,830.19,4619.82,0,20965.3,12719.05,8246.25,0
Northern New England,Weekly,5/5/2019 0:00,Conventional ,1.11,834164.35,12572.08,770413.41,586.84,50592.02,28708.05,21883.97,0
Northern New England,Weekly,5/5/2019 0:00,Organic,1.64,26627.19,360.15,4514.27,0,21752.77,12980.83,8771.94,0
Northern New England,Weekly,5/12/2019 0:00,Conventional ,1.39,579137.29,11598.72,509105.53,438.7,57994.34,29985.28,28009.06,0
Northern New England,Weekly,5/12/2019 0:00,Organic,1.6,36253.65,205.16,5748.63,0,30299.86,22104.61,8195.25,0
