Geography,Timeframe,Current Year Week Ending,Type,ASP Current Year,Total Bulk and Bags Units,4046 Units,4225 Units,4770 Units,TotalBagged Units,SmlBagged Units,LrgBagged Units,X-LrgBagged Units
Atlanta,Weekly,1/12/2020 0:00,Conventional ,0.88,844402.2,372120.95,37790.11,2637.07,431854.07,370512.24,61173.39,168.44
Atlanta,Weekly,1/5/2020 0:00,Conventional ,0.89,812755.45,355460.73,37303.12,2905.78,417085.82,371318.63,45627.67,139.52
Atlanta,Weekly,1/26/2020 0:00,Organic,1.3,35831.03,145.01,3559.3,0,32126.72,24631.52,7495.2,0
Atlanta,Weekly,1/19/2020 0:00,Organic,1.17,33132.53,88.24,4575.57,0,28468.72,14435.25,14033.47,0
Atlanta,Weekly,1/12/2020 0:00,Organic,1.23,37789.06,165.65,4420.06,0,33203.35,17844.09,15359.26,0
Atlanta,Weekly,1/5/2020 0:00,Organic,1.33,30540.92,104.01,3734.17,0,26702.74,14142.49,12560.25,0
Baltimore/Washington,Weekly,1/7/2019 0:00,Conventional,1.31,925391.38,102652.85,530128.43,8212.94,284397.16,263150.78,21233.05,13.33
Baltimore/Washington,Weekly,1/7/2019 0:00,Organic,1.23,58619.13,966.6,5809.41,66.2,51776.92,51689.22,87.7,0
Baltimore/Washington,Weekly,1/13/2019 0:00,Conventional,1.34,958821.32,144348.09,503263.33,10973.83,300236.07,281585.43,18650.64,0
Baltimore/Washington,Weekly,1/13/2019 0:00,Organic,1.22,65114.19,674.94,5268.84,24.12,59146.29,58776.8,369.49,0
Baltimore/Washington,Weekly,1/20/2019 0:00,Conventional,1.27,990972.13,119478.77,482956.7,8226.16,380310.5,366786.95,13516.88,6.67
Baltimore/Washington,Weekly,1/20/2019 0:00,Organic,1.29,51058.04,1241.24,5278.35,46.59,44491.86,44412.12,79.74,0
Baltimore/Washington,Weekly,1/27/2019 0:00,Conventional,1.19,1011331.93,115781.38,619162.8,8889.56,267498.19,250271.97,17219.55,6.67
Baltimore/Washington,Weekly,1/27/2019 0:00,Organic,1.25,54428.16,1633.67,6220.39,28.78,46545.32,46545.32,0,0
Baltimore/Washington,Weekly,2/3/2019 0:00,Conventional,1.16,1138059.76,166279.3,589573.6,8974.14,373232.72,349113.71,24112.34,6.67
Baltimore/Washington,Weekly,2/3/2019 0:00,Organic,1.35,49961.18,634.51,3892.5,46.16,45388.01,44877.86,510.15,0
Baltimore/Washington,Weekly,2/10/2019 0:00,Conventional,1.15,1033316.63,126179.91,625477.76,9539.7,272119.26,251840.45,20278.81,0
Baltimore/Washington,Weekly,2/10/2019 0:00,Organic,1.21,57182.94,1034.69,4821.66,16.23,51310.36,51241,69.36,0
Baltimore/Washington,Weekly,2/17/2019 0:00,Conventional,1.25,874882.7,114865.82,489467.27,10432.49,260117.12,209890.8,50132.99,93.33
Baltimore/Washington,Weekly,2/17/2019 0:00,Organic,1.28,48737.24,964.96,4625.96,17.53,43128.79,42824.13,304.66,0
Baltimore/Washington,Weekly,2/24/2019 0:00,Conventional,1.18,966456.53,114001.48,589345.11,9084.42,254025.52,216304.79,37697.4,23.33
Baltimore/Washington,Weekly,2/24/2019 0:00,Organic,1.29,51179.24,729.26,3716.54,19.93,46713.51,45559.46,1154.05,0
Baltimore/Washington,Weekly,3/3/2019 0:00,Conventional,1.34,895247.43,114691.95,479391.15,9854.42,291309.91,250533.3,40723.28,53.33
Baltimore/Washington,Weekly,3/3/2019 0:00,Organic,1.33,51964.35,927.02,5658.21,44,45335.12,43019.43,2315.69,0
Baltimore/Washington,Weekly,3/10/2019 0:00,Conventional,1.24,955402.56,105969.77,546198.43,11000.57,292233.79,234537.03,55968.98,1727.78
Baltimore/Washington,Weekly,3/10/2019 0:00,Organic,1.25,59175.9,719.1,5236.6,28.68,53191.52,51948.56,1242.96,0
Baltimore/Washington,Weekly,3/17/2019 0:00,Conventional,1.2,1003660.11,114312.08,494477.6,8479.11,386391.32,336337.74,45994.69,4058.89
Baltimore/Washington,Weekly,3/17/2019 0:00,Organic,1.32,50845.22,1021.28,4856.08,39.88,44927.98,43861.71,1066.27,0
Baltimore/Washington,Weekly,3/24/2019 0:00,Conventional,1.27,985498.73,162292.03,491110,9894.34,322202.36,261858.14,60297.55,46.67
Baltimore/Washington,Weekly,3/24/2019 0:00,Organic,1.38,46135.88,594.84,5129.53,9.99,40401.52,38700.58,1700.94,0
Baltimore/Washington,Weekly,3/31/2019 0:00,Conventional ,1.18,1046070.36,107841.26,437757.38,9026.49,491445.23,277121.24,214270.66,53.33
Baltimore/Washington,Weekly,3/31/2019 0:00,Organic,1.42,47676.14,791.53,4580.9,19.92,42283.79,41081.45,1202.34,0
Baltimore/Washington,Weekly,4/7/2019 0:00,Conventional ,1.28,1013932.91,110075.87,461314.59,9551.45,432991,346838.58,86139.09,13.33
Baltimore/Washington,Weekly,4/7/2019 0:00,Organic,1.47,51213.07,1006.78,5746.61,8.71,44450.97,42537.05,1913.92,0
Baltimore/Washington,Weekly,4/14/2019 0:00,Conventional ,1.25,983207.43,114560.84,546430.15,7459.25,314757.19,247648.53,67101.99,6.67
Baltimore/Washington,Weekly,4/14/2019 0:00,Organic,1.65,36253.19,1210.66,5903.46,2.49,29136.58,27388.06,1748.52,0
Baltimore/Washington,Weekly,4/21/2019 0:00,Conventional ,1.51,890934.3,102801.42,429400.5,9041.7,349690.68,237486.72,111973.96,230
Baltimore/Washington,Weekly,4/21/2019 0:00,Organic,1.72,44873.22,808.25,6051.61,13.76,37999.6,36121.05,1878.55,0
Baltimore/Washington,Weekly,4/28/2019 0:00,Conventional ,1.51,902666,102025.82,439423.42,10728.27,350488.49,234937.15,114634.68,916.66
Baltimore/Washington,Weekly,4/28/2019 0:00,Organic,1.78,35342.18,498.92,6193.6,17.63,28632.03,23063.18,5568.85,0
Baltimore/Washington,Weekly,5/5/2019 0:00,Conventional ,1.3,1228664.18,139318.77,548835.91,12106.86,528402.64,302719.36,225669.94,13.34
Baltimore/Washington,Weekly,5/5/2019 0:00,Organic,1.78,33223.39,359.14,6018.26,22.72,26823.27,19884.37,6938.9,0
Baltimore/Washington,Weekly,5/12/2019 0:00,Conventional ,1.29,1105907.14,113752.47,679927.98,9068.82,303157.87,231675.01,70592.86,890
Baltimore/Washington,Weekly,5/12/2019 0:00,Organic,1.49,46086.68,345.5,5054.43,20.18,40666.57,34337.08,6329.49,0
Baltimore/Washington,Weekly,5/19/2019 0:00,Conventional ,1.49,940556.71,117723.92,490159.66,9904.31,322768.82,238366.72,83927.66,474.44
Baltimore/Washington,Weekly,5/19/2019 0:00,Organic,1.61,33865.19,242.94,5662.49,18.99,27940.77,25709.76,2231.01,0
Baltimore/Washington,Weekly,5/26/2019 0:00,Conventional ,1.54,949767.62,96631.95,507702.31,10323.57,335109.79,245998.33,83098.13,6013.33
Baltimore/Washington,Weekly,5/26/2019 0:00,Organic,1.59,38270.04,370.69,5596.31,25.54,32277.5,31588.53,688.97,0
Baltimore/Washington,Weekly,6/2/2019 0:00,Conventional ,1.46,979725.44,130931.51,519480.98,10390.33,318922.62,206736.34,96696.28,15490
Baltimore/Washington,Weekly,6/2/2019 0:00,Organic,1.68,37911.39,226.68,5429.33,15.33,32240.05,27476.41,4763.64,0
Baltimore/Washington,Weekly,6/9/2019 0:00,Conventional ,1.47,937805.75,127176.72,479394.15,9591.83,321643.05,197805.87,122757.18,1080
Baltimore/Washington,Weekly,6/9/2019 0:00,Organic,1.64,38135.7,799.09,6671.33,12.89,30652.39,26055.95,4596.44,0
Baltimore/Washington,Weekly,6/16/2019 0:00,Conventional ,1.5,875160.98,100007.42,454434.01,10681.48,310038.07,186457.3,122018.56,1562.21
Baltimore/Washington,Weekly,6/16/2019 0:00,Organic,1.62,42021.04,801.04,4799.31,11.66,36409.03,28595.96,7813.07,0
Baltimore/Washington,Weekly,7/14/2019 0:00,Conventional ,1.52,916811.09,111993.18,454009.88,8858.75,341949.28,171781.86,164402.98,5764.44
Baltimore/Washington,Weekly,7/7/2019 0:00,Conventional ,1.53,955439.42,96862.01,521739.75,9211.17,327626.49,177046.62,141840.7,8739.17
Baltimore/Washington,Weekly,6/30/2019 0:00,Conventional ,1.51,887463.37,88330.85,448444.16,9677.18,341011.18,172781.11,162165.49,6064.58
Baltimore/Washington,Weekly,6/23/2019 0:00,Conventional ,1.48,898794.64,101522.38,443216.15,9505.42,344550.69,205393.66,130935.74,8221.29
Baltimore/Washington,Weekly,7/14/2019 0:00,Organic,1.63,36210.25,259.1,5201.38,60.92,30688.85,30546.01,142.84,0
Baltimore/Washington,Weekly,7/7/2019 0:00,Organic,1.69,32912.51,272.02,5672.53,28.94,26939.02,25714.56,1224.46,0
Baltimore/Washington,Weekly,6/30/2019 0:00,Organic,1.78,35155.18,445.37,5576.09,10.47,29123.25,23409.93,5713.32,0
Baltimore/Washington,Weekly,6/23/2019 0:00,Organic,1.79,31565.93,904.92,5180,10.39,25470.62,20430.31,5040.31,0
Baltimore/Washington,Weekly,7/21/2019 0:00,Conventional ,1.54,889948.62,100279.81,460989.71,8795.84,319883.26,167941.58,148689.46,3252.22
Baltimore/Washington,Weekly,7/21/2019 0:00,Organic,1.68,36366.94,263.96,4760.99,9.35,31332.64,30899.95,432.69,0
Baltimore/Washington,Weekly,7/28/2019 0:00,Conventional ,1.52,859174.89,100572.41,428447.49,9798.98,320356.01,189716.38,124561.88,6077.75
Baltimore/Washington,Weekly,7/28/2019 0:00,Organic,1.8,32774.15,274.15,4455.03,34.92,28010.05,27600.47,409.58,0
Baltimore/Washington,Weekly,8/4/2019 0:00,Conventional ,1.48,902952.61,92861.23,470084.92,10477.53,329528.93,200131.2,124955.69,4442.04
Baltimore/Washington,Weekly,8/4/2019 0:00,Organic,1.73,34623.22,243.7,4332.56,25.74,30021.22,26003.22,4018,0
Baltimore/Washington,Weekly,8/11/2019 0:00,Conventional ,1.3,1007917.96,102706.19,571858.87,9532.18,323820.72,191270.15,128494.13,4056.44
Baltimore/Washington,Weekly,8/11/2019 0:00,Organic,1.83,33476.88,264.02,4422.53,12.28,28778.05,24518.63,4259.42,0
Baltimore/Washington,Weekly,9/8/2019 0:00,Conventional ,1.42,982007.63,102291.83,473149.57,8302.49,398263.74,224964.28,170500.03,2799.43
Baltimore/Washington,Weekly,9/1/2019 0:00,Conventional ,1.22,1121807.47,104708.14,613401.15,8828,394870.18,180035.29,209380.34,5454.55
Baltimore/Washington,Weekly,8/25/2019 0:00,Conventional ,1.5,884644.98,114167,463145.43,12648.75,294683.8,173292.2,115029.76,6361.84
Baltimore/Washington,Weekly,8/18/2019 0:00,Conventional ,1.53,880518.92,99499.79,461400,10237,309382.13,166079.86,137836.14,5466.13
Baltimore/Washington,Weekly,9/8/2019 0:00,Organic,1.54,52754.85,1019.01,4554.82,9.61,47171.41,46902.85,268.56,0
Baltimore/Washington,Weekly,9/1/2019 0:00,Organic,1.62,45432.71,904.88,4825.2,4.13,39698.5,37707.63,1990.87,0
Baltimore/Washington,Weekly,8/25/2019 0:00,Organic,1.46,58708.29,464.74,4102.51,9.64,54131.4,50837.68,3293.72,0
Baltimore/Washington,Weekly,8/18/2019 0:00,Organic,1.48,54817.39,358.43,4339.7,4.12,50115.14,45196.01,4919.13,0
Baltimore/Washington,Weekly,10/6/2019 0:00,Conventional ,1.42,850904.77,90342.31,423209.14,7058.73,330294.59,209992.95,118097.29,2204.35
Baltimore/Washington,Weekly,9/29/2019 0:00,Conventional ,1.4,855079.43,97897.34,449096.33,6754.86,301330.9,191385.79,107159.56,2785.55
Baltimore/Washington,Weekly,9/22/2019 0:00,Conventional ,1.47,864631.8,106773.4,445886.87,7472.73,304498.8,198100.02,100667.67,5731.11
Baltimore/Washington,Weekly,9/15/2019 0:00,Conventional ,1.45,879277.47,91647.86,443823.75,7665.48,336140.38,188570.11,146091.38,1478.89
Baltimore/Washington,Weekly,10/6/2019 0:00,Organic,1.41,45992.12,188.08,4267.37,16.41,41520.26,41265.56,254.7,0
Baltimore/Washington,Weekly,9/29/2019 0:00,Organic,1.39,73420.38,280.25,4435.75,9.6,68694.78,64601.18,4093.6,0
Baltimore/Washington,Weekly,9/22/2019 0:00,Organic,1.37,68488.28,307.05,4207.74,16.51,63956.98,61791.89,2165.09,0
Baltimore/Washington,Weekly,9/15/2019 0:00,Organic,1.39,68308.11,436.27,4083.71,20.58,63767.55,60045.29,3722.26,0
Baltimore/Washington,Weekly,11/3/2019 0:00,Conventional ,1.34,791697.26,90109.98,348148.95,4327.25,349111.08,212745.58,134579.95,1785.55
Baltimore/Washington,Weekly,10/27/2019 0:00,Conventional ,1.29,864907.88,115786.71,383960.45,5141.7,360019.02,233782.23,124581.76,1655.03
Baltimore/Washington,Weekly,10/20/2019 0:00,Conventional ,1.38,804103.67,83795.96,392264.36,4443.59,323599.76,206322.32,115128.23,2149.21
Baltimore/Washington,Weekly,10/13/2019 0:00,Conventional ,1.32,894357.48,115090.29,397542.87,6907.23,374817.09,207974.6,164939.96,1902.53
Baltimore/Washington,Weekly,11/3/2019 0:00,Organic,1.36,41706.59,264.11,3178.82,4.04,38259.62,38195.35,64.27,0
Baltimore/Washington,Weekly,10/27/2019 0:00,Organic,1.51,38878.94,254.8,3352.65,6.76,35264.73,34716.49,548.24,0
Baltimore/Washington,Weekly,10/20/2019 0:00,Organic,1.52,36429.7,304.95,3849.32,17.63,32257.8,32147.87,109.93,0
Baltimore/Washington,Weekly,10/13/2019 0:00,Organic,1.61,37180.02,312.22,4293.08,21.83,32552.89,31329.31,1223.58,0
Baltimore/Washington,Weekly,12/1/2019 0:00,Conventional ,1.28,696258,79817,290567,2918,322956,202659,119997,300
Baltimore/Washington,Weekly,11/24/2019 0:00,Conventional ,1.27,777956,82530,349235,3237,342955,203512,137766,1677
Baltimore/Washington,Weekly,11/17/2019 0:00,Conventional ,1.28,800350,92451,366879,3910,337109,204145,131551,1413
Baltimore/Washington,Weekly,11/10/2019 0:00,Conventional ,1.29,818106,86384,359225,4120,368377,232859,133081,2437
Baltimore/Washington,Weekly,12/1/2019 0:00,Organic,1.43,34474,219,3251,16,30988,30599,389,0
Baltimore/Washington,Weekly,11/24/2019 0:00,Organic,1.4,32539,144,3185,12,29199,29034,165,0
Baltimore/Washington,Weekly,11/17/2019 0:00,Organic,1.45,33082,186,3413,8,29475,28575,900,0
Baltimore/Washington,Weekly,11/10/2019 0:00,Organic,1.41,35148,332,3386,13,31417,31387,30,0
Baltimore/Washington,Weekly,12/29/2019 0:00,Conventional ,1.17,793874.05,98711.71,347202.43,2835.91,345124,195251.03,149676.3,196.67
Baltimore/Washington,Weekly,12/22/2019 0:00,Conventional ,1.3,746916.71,86198.45,330318.82,3544.57,326854.87,188349.53,138132.01,373.33
Baltimore/Washington,Weekly,12/15/2019 0:00,Conventional ,1.3,806455.75,84208.11,382263.93,3698.86,336284.85,206147.37,129885.75,251.73
Baltimore/Washington,Weekly,12/8/2019 0:00,Conventional ,1.27,774245.3,93768,333132.13,3660.38,343684.79,212496.9,131117.54,70.35
Baltimore/Washington,Weekly,12/29/2019 0:00,Organic,1.42,30956.81,160.16,3618.71,5.28,27172.66,25545.78,1626.88,0
Baltimore/Washington,Weekly,12/22/2019 0:00,Organic,1.39,33056.33,418.55,3142.95,10.47,29484.36,28698.1,786.26,0
Baltimore/Washington,Weekly,12/15/2019 0:00,Organic,1.49,30130.21,318.85,3480.85,2.62,26327.89,25005.52,1322.37,0
Baltimore/Washington,Weekly,12/8/2019 0:00,Organic,1.36,37317.71,217.93,2920.32,13.13,34166.33,33786.88,379.45,0
Baltimore/Washington,Weekly,1/26/2020 0:00,Conventional ,1.2,1123603.36,105729.94,454790.78,5323.04,557759.6,311589.05,246019.44,151.11
Baltimore/Washington,Weekly,1/19/2020 0:00,Conventional ,1.23,1077672.01,120998.35,443795.34,4901.79,507976.53,350912.36,156830.84,233.33
Baltimore/Washington,Weekly,1/12/2020 0:00,Conventional ,1.26,948410.14,98296.04,412765.32,4715.95,432632.83,263850.85,168535.31,246.67
Baltimore/Washington,Weekly,1/5/2020 0:00,Conventional ,1.13,1040583.36,120288.69,522244.65,6213.88,391836.14,239052.24,152663.9,120
Baltimore/Washington,Weekly,1/26/2020 0:00,Organic,1.18,56441.76,249.48,3815.77,3.98,52372.53,51627.99,744.54,0
Baltimore/Washington,Weekly,1/19/2020 0:00,Organic,1.12,54481.45,422.62,4339.01,15.89,49703.93,49222.29,481.64,0
Baltimore/Washington,Weekly,1/12/2020 0:00,Organic,1.24,47889.12,233.32,3970.32,18.59,43666.89,42666.78,1000.11,0
Baltimore/Washington,Weekly,1/5/2020 0:00,Organic,1.36,40369.81,297.61,4101.04,10.59,35960.57,33900.82,2059.75,0
Boise,Weekly,1/7/2019 0:00,Conventional,1.23,108261.98,43723.19,7085.86,14435.46,43017.47,23932.54,19049.95,34.98
Boise,Weekly,1/7/2019 0:00,Organic,1.73,3616.52,0,922.69,0,2693.83,1261.8,1432.03,0
Boise,Weekly,1/13/2019 0:00,Conventional,1.04,123073.71,59058.66,6925.85,9601.09,47488.11,21016.6,26388.55,82.96
Boise,Weekly,1/13/2019 0:00,Organic,1.72,3584.9,4.02,954.14,0,2626.74,1325.37,1301.37,0
Boise,Weekly,1/20/2019 0:00,Conventional,1.18,112194.79,49047.81,5938.93,13532.3,43675.75,24017.64,19618.98,39.13
Boise,Weekly,1/20/2019 0:00,Organic,1.8,3065.66,36.25,1137.22,0,1892.19,650.99,1241.2,0
Boise,Weekly,1/27/2019 0:00,Conventional,1.22,109621.62,47333.56,6322.81,12754.33,43210.92,22542.76,20590.64,77.52
Boise,Weekly,1/27/2019 0:00,Organic,1.75,3477.75,2.68,1185.98,0,2289.09,1367.86,921.23,0
Boise,Weekly,2/3/2019 0:00,Conventional,1.05,147102.9,52604.7,13844.26,16929.72,63724.22,18689,44913.92,121.3
Boise,Weekly,2/3/2019 0:00,Organic,1.65,3329.71,0,1047.24,0,2282.47,1626.54,655.93,0
Boise,Weekly,2/10/2019 0:00,Conventional,1.04,121030.78,47327,11471.53,9277.11,52955.14,17846.64,35069.97,38.53
Boise,Weekly,2/10/2019 0:00,Organic,1.66,3672.98,0,1160.69,0,2512.29,1372.77,1139.52,0
Boise,Weekly,2/17/2019 0:00,Conventional,1.09,100175.96,50977.02,5821.58,6990.74,36386.62,19044.97,17314.56,27.09
Boise,Weekly,2/17/2019 0:00,Organic,1.62,2971.42,0,807.37,0,2164.05,1111.94,1052.11,0
Boise,Weekly,2/24/2019 0:00,Conventional,1.15,106913.61,43384.83,9161.14,10950.58,43417.06,21992.32,21251.11,173.63
Boise,Weekly,2/24/2019 0:00,Organic,1.48,4152.67,1.35,1326.89,0,2824.43,1002.86,1821.57,0
Boise,Weekly,3/3/2019 0:00,Conventional,1.16,100904.33,40588.14,9107.78,11459.81,39748.6,19985.28,19539.7,223.62
Boise,Weekly,3/3/2019 0:00,Organic,1.53,4156.19,0,1417.38,0,2738.81,1139.73,1599.08,0
Boise,Weekly,3/10/2019 0:00,Conventional,1.17,112994.28,51421.86,6992.41,10367.39,44212.62,29925.34,14209.32,77.96
Boise,Weekly,3/10/2019 0:00,Organic,1.54,4740.77,2.73,1274.95,0,3463.09,2016.14,1446.95,0
Boise,Weekly,3/17/2019 0:00,Conventional,1.11,120985.13,43557.27,11183.23,11986.88,54257.75,23450.76,30508.45,298.54
Boise,Weekly,3/17/2019 0:00,Organic,1.39,4802.73,0,1414.26,0,3388.47,1868.67,1519.8,0
Boise,Weekly,3/24/2019 0:00,Conventional,1.14,115081.14,40753.8,10001.12,13032.96,51293.26,16633.85,34430.51,228.9
Boise,Weekly,3/24/2019 0:00,Organic,1.52,4013.57,0,1473.21,0,2540.36,1188.07,1352.29,0
Boise,Weekly,3/31/2019 0:00,Conventional ,1.23,104652.1,44094.35,5275.51,13553.48,41728.76,16087.8,25186.48,454.48
Boise,Weekly,3/31/2019 0:00,Organic,1.56,4203.5,0,1502.82,0,2700.68,1210,1490.68,0
Boise,Weekly,4/7/2019 0:00,Conventional ,1.13,129689.04,49385.14,9649.22,11823.04,58831.64,18073.49,40378.29,379.86
Boise,Weekly,4/7/2019 0:00,Organic,1.57,4613,1.3,1432.11,0,3179.59,1263.33,1911.93,4.33
Boise,Weekly,4/14/2019 0:00,Conventional ,1.29,111053.29,47116.88,6431.92,9680.54,47823.95,26537.22,21124.63,162.1
Boise,Weekly,4/14/2019 0:00,Organic,1.71,4491.44,0,1330.16,0,3161.28,1437.96,1723.32,0
Boise,Weekly,4/21/2019 0:00,Conventional ,1.62,91281.23,40992.46,3961.73,10961.02,35366.02,21203.82,14079.96,82.24
Boise,Weekly,4/21/2019 0:00,Organic,2.18,4213.58,0,1363.5,0,2850.08,1062.49,1787.59,0
Boise,Weekly,4/28/2019 0:00,Conventional ,1.66,87945.83,42622.02,3623.19,12371.22,29329.4,18363.5,10274.44,691.46
Boise,Weekly,4/28/2019 0:00,Organic,2.21,3884.57,2.58,1368.75,0,2513.24,979.53,1533.71,0
Boise,Weekly,5/5/2019 0:00,Conventional ,1.33,131321.29,73356.54,6677.54,10940.38,40346.83,16868.07,22956.56,522.2
Boise,Weekly,5/5/2019 0:00,Organic,2.03,3632.33,0,1353.24,0,2279.09,1020.41,1257.26,1.42
Boise,Weekly,5/12/2019 0:00,Conventional ,1.51,100581.59,44927.79,5562.72,12241.04,37850.04,17322.53,20220.71,306.8
Boise,Weekly,5/12/2019 0:00,Organic,2.15,4108.11,1.27,1341.05,0,2765.79,1398.26,1367.53,0
Boise,Weekly,5/19/2019 0:00,Conventional ,1.46,96882.87,40949.06,3112.58,10043.47,42777.76,21162.09,20965.04,650.63
Boise,Weekly,5/19/2019 0:00,Organic,2.12,2822.26,3,739.68,0,2079.58,1136.9,942.68,0
Boise,Weekly,5/26/2019 0:00,Conventional ,1.44,108405.07,44724.88,6723.39,9791.96,47164.84,18961.88,27228.11,974.85
Boise,Weekly,5/26/2019 0:00,Organic,2.31,3038.31,0,916.54,0,2121.77,904.79,1216.98,0
Boise,Weekly,6/2/2019 0:00,Conventional ,1.25,123689.26,38252.59,11544.25,9011.32,64881.1,21195.19,42725.99,959.92
Boise,Weekly,6/2/2019 0:00,Organic,1.99,3641.36,9.07,1312.13,0,2320.16,1020,1300.16,0
Boise,Weekly,6/9/2019 0:00,Conventional ,1.32,103394.22,35179.68,10079.78,8504.63,49630.13,22502.49,26085.59,1042.05
Boise,Weekly,6/9/2019 0:00,Organic,2.07,3369.15,0,1223.74,0,2145.41,860.92,1284.49,0
Boise,Weekly,6/16/2019 0:00,Conventional ,1.61,92368.87,34006.89,6845.07,10681.23,40835.68,21738.88,17928.87,1167.93
Boise,Weekly,6/16/2019 0:00,Organic,2.13,3527.05,0,1083.41,0,2443.64,1409.18,1034.46,0
Boise,Weekly,7/14/2019 0:00,Conventional ,1.77,86570.16,32437.85,6238.79,6177.78,41715.74,20022.36,21057.54,635.84
Boise,Weekly,7/7/2019 0:00,Conventional ,1.48,107968.3,43633.02,8326.01,7163.01,48846.26,23021.18,25225.52,599.56
Boise,Weekly,6/30/2019 0:00,Conventional ,1.7,88092.04,30426.7,7014.61,9422.66,41228.07,18686.08,22054.63,487.36
Boise,Weekly,6/23/2019 0:00,Conventional ,1.76,86615.38,32134.38,6691.2,7937.15,39852.65,20428.52,19245.84,178.29
Boise,Weekly,7/14/2019 0:00,Organic,2.39,3644.24,1.28,899.96,0,2743,1095.43,1647.57,0
Boise,Weekly,7/7/2019 0:00,Organic,2.43,3509.87,1.28,982.4,0,2526.19,1057.06,1466.29,2.84
Boise,Weekly,6/30/2019 0:00,Organic,2.43,3749.98,0,946.61,0,2803.37,1135.56,1667.81,0
Boise,Weekly,6/23/2019 0:00,Organic,2.33,3385.75,0,873.26,0,2512.49,1220.19,1292.3,0
Boise,Weekly,7/21/2019 0:00,Conventional ,1.81,82623.45,32235.48,4450.88,7595.42,38341.67,21419.96,16797.21,124.5
Boise,Weekly,7/21/2019 0:00,Organic,2.37,4042.57,0,916.97,0,3125.6,1381.05,1744.55,0
Boise,Weekly,7/28/2019 0:00,Conventional ,1.79,86953.55,34014.64,3619.09,7292.87,42026.95,23893.83,17432.16,700.96
Boise,Weekly,7/28/2019 0:00,Organic,2.43,3363.21,0,708.76,0,2654.45,862.27,1792.18,0
Boise,Weekly,8/4/2019 0:00,Conventional ,1.69,93247.21,36464.52,3669.01,6229.57,46884.11,26858.72,19080.02,945.37
Boise,Weekly,8/4/2019 0:00,Organic,2.38,4001.74,3.93,788.15,0,3209.66,1004.34,2205.32,0
Boise,Weekly,8/11/2019 0:00,Conventional ,1.63,89218.33,32612.46,4480.45,3850.91,48274.51,27307.47,19797.63,1169.41
Boise,Weekly,8/11/2019 0:00,Organic,2.33,3643.64,0,741.99,0,2901.65,1070.07,1831.58,0
Boise,Weekly,9/8/2019 0:00,Conventional ,1.48,100082.94,37085.37,4277.71,1568.21,57151.65,32103.07,22956.18,2092.4
Boise,Weekly,9/1/2019 0:00,Conventional ,1.53,100033.87,33785.56,4580.21,2942.03,58726.07,26732.73,29198.82,2794.52
Boise,Weekly,8/25/2019 0:00,Conventional ,1.6,93554.76,33495.25,5541.9,2360.21,52157.4,24313.8,26177.8,1665.8
Boise,Weekly,8/18/2019 0:00,Conventional ,1.59,98484.32,34705.8,6134.38,3637.41,54006.73,23292.07,29767.97,946.69
Boise,Weekly,9/8/2019 0:00,Organic,2.21,4049.8,12,584.74,0,3453.06,1225.56,2227.5,0
Boise,Weekly,9/1/2019 0:00,Organic,2.18,3883.05,4,517.18,0,3361.87,1548.89,1812.98,0
Boise,Weekly,8/25/2019 0:00,Organic,2.1,4177.48,8.33,513.53,0,3655.62,1581.5,2074.12,0
Boise,Weekly,8/18/2019 0:00,Organic,2.35,3030.16,2.66,560.47,0,2467.03,839.91,1627.12,0
Boise,Weekly,10/6/2019 0:00,Conventional ,1.32,90943.22,26343.68,5635.76,1152.77,57811.01,24147.49,29647.04,4016.48
Boise,Weekly,9/29/2019 0:00,Conventional ,1.43,91034.2,34507.93,6623.13,1626.48,48276.66,18256.39,27742.44,2277.83
Boise,Weekly,9/22/2019 0:00,Conventional ,1.4,94065.25,29733.48,6745.15,5402.73,52183.89,21390.27,29757.47,1036.15
Boise,Weekly,9/15/2019 0:00,Conventional ,1.49,96913.82,30473.22,5667.83,3141.34,57631.43,27557.84,28418.11,1655.48
Boise,Weekly,10/6/2019 0:00,Organic,2.03,3853.54,4,532.97,0,3316.57,1161.54,2122.38,32.65
Boise,Weekly,9/29/2019 0:00,Organic,2.14,3980.82,3.97,570.39,0,3406.46,1056.66,2349.8,0
Boise,Weekly,9/22/2019 0:00,Organic,2.18,3955.96,13.66,521.64,0,3420.66,1301.11,2119.55,0
Boise,Weekly,9/15/2019 0:00,Organic,2.14,3809.56,17.65,435.4,0,3356.51,1382.95,1973.56,0
Boise,Weekly,11/3/2019 0:00,Conventional ,1.09,106154.33,24983.15,5787.41,1586.55,73797.22,46082.64,25182.3,2532.28
